"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Tsu"	"Vol"	"Country"	"Area"	"Region"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Missing"	"Injuries"	"Damage ($Mil)"	"Houses Destroyed"	"Total Deaths"	"Total Missing"	"Total Injuries"	"Total Damage ($Mil)"	"Total Houses Destroyed"
"[""1200 <= Year >= 2021""]"																									
	1510	9	21		154		"JAPAN"		30	"SEIONAIKAI, JAPAN"	34.6	135.4		6.7											
	1510	10	10		156		"JAPAN"		30	"JAPAN:  ENSHUNADA SEA"	34.5	137.6		7											
	1510						"SLOVENIA"		130	"BALKANS NW:  SLOVENIA"	46.1	14.5			10										
	1511	3	26	14	157		"SLOVENIA"		130	"BALKANS NW:  SLOVENIA:  IDRIJA,SKOFJA LOKA"	46.2	13.433	7	6.5	10	15					15				
	1511	8	8				"ITALY"		130	"ITALY:  CIVIDALE DEL FRUILI"	46.1	13.4			10	3000					3000				
	1511	11	17				"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	26.6	100		5.8	7										
	1512	10	8				"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	25	98.5		6.5	8										
	1512						"SWITZERLAND"		120	"SWITZERLAND"	46.4	9			7										
	1513				5488		"PERU"		160	"PERU"	-17.2	-72.3	30	8.7	8										
	1514	4	16				"GREECE"		130	"GREECE:  S"	37.8	21			10										
	1514	9	14				"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	25.1	99.1		5.5	7										
	1515	6	17				"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  HEQING"	26.6	100.2		7	9	100					100				
	1515	10	23				"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  DALI"	25.7	100.2			8	200					200				
	1516	5	6	10			"CROATIA"		130	"BALKANS NW:  CROATIA"	42.6	18.1			10										
	1516	7	28				"CROATIA"		130	"BALKANS NW:  CROATIA"	42.6	18.1			10										
	1516	11	24	12			"ROMANIA"		110	"ROMANIA"	45.7	26.6	100		10										
	1517	7	12				"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	24.1	102.6		5.5	7										
	1518	7	2				"NORTH KOREA"		30	"NORTH KOREA:  HWANGHAE-DO:  PAEKCHON"	38	125		6.7	9										
	1518	11	9				"SPAIN"		130	"SPAIN:  VERA"	37.2	-1.5			11										
	1520	3	26				"CHINA"		30	"CHINA:  YUNNAN:  WEISHAN"	25.3	100.3		5.5	7										
	1520	4	4		160		"JAPAN"		30	"JAPAN:  KII, KUMANANONADA"	33.6	136.3		7											
	1520						"CHILE"		160	"CHILE"	-40	-74			10										
	1522	9	22		4265		"SPAIN"		130	"SPAIN:  ALMERIA; MOROCCO: FEZ"	36.97	-2.66			11										
	1522	10	22		5811		"AZORES (PORTUGAL)"		130	"AZORES:  SAO MIGUEL ISLAND"	37.7	-25.4			10	5000					5000				
	1523						"MEXICO"		150	"MEXICO:  VERACRUZ"	19.2	-96.4													
	1524				3648		"INDIA"		60	"INDIA:  DABUL"	17	73.2													
	1527						"IRAN"		140	"IRAN:  TABRIZ"	38	46.2													
	1530	7	22				"CROATIA"		130	"BALKANS NW:  CROATIA"	42.6	18.1			10										
	1530	9	1	14	163		"VENEZUELA"		90	"VENEZUELA:  CUMANA"	10.5	-64.2	10	8	10						4				
	1531	1	26		165		"PORTUGAL"		130	"PORTUGAL:  LISBON"	38.7	-9.1		7.7	10	30000				1500	30000				1500
	1531	1			3575		"CHINA"		30	"CHINA:  JIANGSU PROVINCE"	30.7	117.5		4.8	6										
	1535	5					"CHINA"		30	"CHINA:  FUJIAN:  CHANGTING"	25.8	116.4		5											
	1536	3	19				"CHINA"		30	"CHINA:  SICHUAN:  N OF XICHANG"	28.1	102.1		7.3	10	3									
	1537				167		"MEXICO"		150	"MEXICO:  SOUTHERN"															
	1538	9	27		3120		"ITALY"		130	"ITALY:  POZZUOLI"	40.6	14.1			11										
	1538						"MEXICO"		150	"MEXICO:  MEXICO CITY"	19.2	-99.1													
	1539	8	8				"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  JIANGSHUI"	23.6	102.8		5.5	7										
	1539	11	24		168		"HONDURAS"		90	"HONDURAS: CABO DE HIGUERAS"	16.2	-88.5													
	1541	12	25		169		"VENEZUELA"		90	"VENEZUELA: CUBAGUA ISLAND"	10.8	-64.2													
	1542	3	17				"MEXICO"		150	"MEXICO:  MEXICO CITY"	19.2	-99.1													
	1542	6	13	1			"ITALY"		130	"ITALY:  SCARPERIA"	44.07	11.3			10	113					113				
	1542	12	10	17	5404		"ITALY"		130	"ITALY:  SIRACUSA, MILITELLO, CATANIA, NOCOSIA"	37.07	15.3		6.6	10										
	1543						"CHILE"		160	"CHILE"	-19	-70.5			10										
	1543				170		"VENEZUELA"		90	"VENEZUELA:  CUMANA, ISLA CUBAGUA"	10.5	-64.2													
	1545	2	7		171		"JAPAN"		30	"JAPAN:  IZU PENINSULA"	34.8	139													
	1545						"CHINA"		30	"CHINA:  SHAANXI PROVINCE:  HIAO YI"	37.2	111.7													
	1546	1	14		173		"ISRAEL"		140	"ISRAEL:  NABULUS,SALT; JORDAN:  AL-KARAK"	32	35.5		7	11										
	1547	5	17	13			"AZORES (PORTUGAL)"		130	"AZORES:  SANTA BARBARA, FREGUES"	38.7	-27.3			10										
	1549	1	30				"IRAN"		140	"IRAN:  QAYEN (QAIN),KHORASAN"	33.5	59.1				3000									
	1550	1	20				"IRAN"		140	"IRAN:  TABRIZ"	38	46													
	1550	8	25				"ITALY"		130	"ITALY:  VALLO DI DIANO"	40.7	15.1			10										
	1551	1	28				"PORTUGAL"		130	"PORTUGAL:  LISBON"	38.7	-9.1			9	2000				200	2000				200
	1551						"CHINA"		30	"CHINA:  GUIZHOU PROVINCE:  QINGLONG"	25.8	105.2		5	6										
	1552	7	2	10			"PERU"		160	"PERU"	-16.6	-71.3	30	7.6	9										
	1553	3	2				"SOUTH KOREA"		30	"SOUTH KOREA:  KYONGSANG-DO"	35.8	128.8		6.3	8										
	1555	9					"INDIA"		60	"INDIA:  KASHMIR:  SRINAGAR"	33.5	75.5		7.6	12										
	1555	11	15				"PERU"		160	"PERU"	-11.9	-77.6	30	8.4	7										
	1555						"MACEDONIA"		130	"BALKANS NW:  MACEDONIA:  RAZLOVCI"	42.8	22.8			12										
	1556	1	23				"CHINA"		30	"CHINA:  SHAANXI PROVINCE"	34.5	109.7		8	11	830000					830000				
	1556	1	24				"AUSTRIA"		120	"AUSTRIA:  PROBABLY KARNTEN"	46.9	13.7													
	1556	3	10				"TURKEY"		140	"TURKEY:  ISTANBUL"	41	29			5										
	1556	5	10				"TURKEY"		140	"TURKEY:  ROSANNA; NEAR ISTANBUL"	41	29													
	1556	10	17				"ECUADOR"		160	"ECUADOR"	-0.2	-78.6		7.6											
	1560	4					"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  YILIANG"	24.9	103.2		5.5	7										
	1560						"CHINA"		30	"CHINA:  YUNNAN PROVINCE"	24.2	102.7		5.5	7	100					100				
	1561	7	25				"CHINA"		30	"CHINA:  NINGXIA:  E OF ZHONGWEI"	37.5	106.2		7.3	10	1001					1001				
	1561	7	31				"ITALY"		130	"ITALY:  PICERNO, TITO, BUCCINO"	40.5	14.7			10	600									
	1561	8	4				"CHINA"		30	"CHINA:  SHAANXI,GANSU,AND SHANXI PROVINCES"	38	112													
	1561	8	19	14			"ITALY"		130	"ITALY:  VALLO DI DIANO"	40.5	15.5			10										
	1562	10	28	10	178		"CHILE"		160	"CHILE"	-38.7	-73.5		8	11										
	1563	6	13	12			"MONTENEGRO"		130	"BALKANS NW:  MONTENEGRO"	42.4	18.8			10										
	1564	4	20				"DOMINICAN REPUBLIC"		90	"DOMINICAN REPUBLIC:  CONCEPCION DE LA VEGA"	19.1	-70.3													
	1564	7	20		3122		"FRANCE"		120	"FRANCE:  CORSICA,LA BOLLENE-VESUBIE,VENANSON"	44.017	7.283		5.8	9	650					650				
	1565	8				3580	"GUATEMALA"		100	"GUATEMALA:  ANTIGUA"	14.6	-90.7													
	1566	5					"GUATEMALA"		100	"GUATEMALA:  ANTIGUA"	14.6	-90.7													
	1566						"COLOMBIA"		160	"COLOMBIA"	3	-77.3		7.8	7										
	1566						"IRAN"		140	"IRAN:  LAR"	27.7	54.3													
	1568	4	25				"CHINA"		30	"CHINA:  HEBEI PROVINCE:  QIANAN, LAOTING"	39	119		6											
	1568	5	15				"CHINA"		30	"CHINA:  SHAANXI PROVINCE:  XIAN"	34.4	109		6.8	9	200					200				
	1568	12	27				"MEXICO"		150	"MEXICO:  COCULA,JALISCO"	20.2	-103.5				60					60				
	1570	2	8	13	179		"CHILE"		160	"CHILE:  OLD CONCEPCION"	-36.75	-73		8.3	11						2000				
	1570	11	17				"ITALY"		130	"ITALY:  FERRARA,BOLOGNA,PADOVA,VENIZIA,TREVISO"	45.3	11.4			9	125									
	1571	7			5815		"AZORES (PORTUGAL)"		130	"AZORES: TERCEIRA"					7										
	1571	9	9				"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  TONGHAI"	24.1	102.7		6	8					1000					1000
	1573	1	10				"CHINA"		30	"CHINA:  GANSU PROVINCE:  MINXIAN"	34.4	104		6.8	9										
	1573						"MEXICO"		150	"MEXICO:  COLIMA"	19.2	-104													
	1574	5	3				"SWITZERLAND"		120	"SWITZERLAND"	46.2	6.2			7										
	1574	8	14				"CROATIA"		130	"BALKANS NW:  CROATIA"	45.1	14.8			10										
	1574						"IRAN"		140	"IRAN:  FIN,KASHAN"	34	51.4				1200									
	1575	9	8				"ECUADOR"		160	"ECUADOR"	-0.2	-78.6		7.8											
	1575	12	16	18	185		"CHILE"		160	"CHILE:  VALDIVIA"	-39.8	-73.2		8.5	10	21					1321				
	1576	5	23				"EL SALVADOR"		100	"EL SALVADOR:  SAN MARCOS"															
	1577	3	13				"CHINA"		30	"CHINA:  YUNNAN:  TENGCHONG"	25	98.6		6.5	8	170									
	1578	6	17				"PERU"		160	"PERU:  LIMA,CALLAO"	-12.5	-77													
	1579	3	16		5646		"COSTA RICA"		100	"CANO ISLAND"	8.705	-83.88													
	1579	12	21				"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  BAOSHAN"	25.1	99.9		5	6	10					10				
	1579						"MOROCCO"		15	"MOROCCO:  MELILLA"	35.3	-2.97													
	1580	4	6		187		"UK"		120	"UNITED KINGDOM:  DOVER STRAITS"	51.019	1.309	33	6.2											
	1581						"PERU"		160	"PERU:  YANAOCA"	-14.1	-71.5	15	6.4	10										
	1582	1	22	16	3681		"PERU"		160	"PERU:  SOCABAYA,AREQUIPA"	-16.6	-71.6	30	8.2	10										
	1582	8	15				"PERU"		160	"PERU"	-12.2	-77.6	30	7.8	7										
	1582						"ITALY"		130	"ITALY:  POZZUOLI"	40.6	14.1													
	1584	3	11	10	5680		"SWITZERLAND"		120	"SWITZERLAND:  GENEVA-YVOIRE"	46.33	6.97		5.9	7	100					100				
	1584	3	13				"SWITZERLAND"		120	"SWITZERLAND"	46.2	7			5										
	1584	3	14	8			"SWITZERLAND"		120	"SWITZERLAND"	46.3	7		5.4	5										
	1584	3	17		5410		"PERU"		160	"PERU"	-11.8	-77.8	30	8.4	7										
	1585	6	28		5745		"GREECE"		130	"GREECE:  MOUNT ATHOS"	40.2	24.5		7											
	1586	1	18		191		"JAPAN"		30	"JAPAN:  ISE BAY"	35	136.8		8.2		8000				10000	8000				10000
	1586	4	2				"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  WEISHAN"	25.3	100.3		5.5	7	20					20				
	1586	7	10	0	194		"PERU"		160	"PERU:  LIMA"	-12.3	-77.7	60	8.5	10	22					22				
	1586						"GUATEMALA"		100	"GUATEMALA:  ANTIGUA"	14.553	-90.735													
	1587	7	9		3686		"PERU"		160	"PERU:  PIURA"	-5.3	-80.5		6.2	9										
	1587	8	30				"ECUADOR"		160	"ECUADOR:  QUITO"	-0.22	-78.5			9										
	1587	11					"PORTUGAL"		130	"PORTUGAL:  LOULE"	37.1	-8			10	170					170				
	1588	8	9				"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  TONGHAI, QUJIANG"	24	102.8		6	8										
	1588	11	20				"IRAN"		140	"IRAN:  SHIRAZ"	29.4	52.3													
	1589	3	21		197		"JAPAN"		30	"SURUGA, JAPAN"	34.8	138.2		6.7											
	1589						"SPAIN"		130	"SPAIN"	37.9	-4.8			10										
	1590	7	7				"CHINA"		30	"CHINA:  GANSU PROVINCE"	35.4	103.9		5.5	7										
	1590	7	25				"CROATIA"		130	"BALKANS NW:  CROATIA:  SENJ"	45	14.9			10										
	1590	8	7				"ECUADOR"		160	"ECUADOR:  QUITO"	-0.5	-78.2													
	1590	9	5				"CROATIA"		130	"BALKANS NW:  CROATIA:  ZAGREB; HUNGARY: NAGYKANIZSA"	45.9	16.3			10										
	1590	9	15				"AUSTRIA"		120	"AUSTRIA:  KAMP RIVER"	48.3	15.5		6.6	10										
	1590				198		"PERU"		160	"PERU:  CUSCO, CAMANA"	-17.2	-72.9	40	7.7	7										
	1591	7	26		199		"AZORES (PORTUGAL)"		130	"AZORES:  SAO MIGUEL (SAN MIGUEL)"	37.783	-25.5			10										
	1593	4	8				"FRANCE"		120	"FRANCE:  CHINON"	47.1	0.1			8										
	1594	12	18				"PERU"		160	"PERU:  ICA"	-14	-76			9	40					40				
	1596	9	4		203		"JAPAN"		30	"JAPAN:  BEPPU BAY"	33.3	131.7		6.9							708				80
	1597	7	28				"PORTUGAL"		130	"PORTUGAL:  MONTE SANTO, LISBON"	38.8	-9.4			9										
	1597	9	10		204		"JAPAN"		30	"JAPAN:  BEPPU BAY"	33.3	131.6		6.4							40				
	1598	7	22				"PORTUGAL"		130	"PORTUGAL:  MONTE SANTO, LISBON"	38.8	-9.4													
	1599	6	21	2			"PHILIPPINES"		170	"PHILIPPINES:  MANILA"	14.6	121			8										
	1600	2	19	10		4052	"PERU"		160	"PERU:  VOLCAN HUAYNAPUTINA"	-16.8	-70.9	20	7.9	11						1500				
	1600	2	28	20			"PERU"		160	"PERU:  OMATE"	-16.6	-70.8	20	8.1	10										
	1600	9	29				"CHINA"		30	"CHINA:  GUANGDONG PROVINCE"	23.5	117.2		7	9										
	1600	11					"PHILIPPINES"		170	"PHILIPPINES:  MANILA"	14.6	121			6										
	1601	1	16	16			"PHILIPPINES"		170	"PHILIPPINES:  MANILA"	14.6	121			8										
	1601	9	8	1	5565		"SWITZERLAND"		120	"SWITZERLAND"	46.8	8.5		6.2	8	9					9				
	1602	2	8		207		"JAPAN"		30	"JAPAN:  BOSO"	35.1	140.5		7.2											
	1603						"MEXICO"		150	"MEXICO:  OAXACA, MIXTECA"	18	-92.5													
	1604	3					"MEXICO"		150	"MEXICO:  OAXACA"	17	-96.3													
	1604	11	24	18	212		"PERU"		160	"PERU:  AREQUIPA; CHILE: ARICA"	-17.88	-70.94	30	8.5	11	100					174				
	1604	12	29		3548		"CHINA"		30	"CHINA:  FUJIAN PROVINCE:  OFF COAST"	25	119.5		8	9										
	1604	12					"CHILE"		160	"CHILE"	-29.9	-71.3			10										
	1604				210		"GREECE"		130	"GREECE:  CRETE"	35.5	25.5			10										
	1605	2	3		216		"JAPAN"		30	"JAPAN:   NANKAIDO"	33	134.9		7.9							5000				400
	1605	2	3		2954		"JAPAN"		30	"JAPAN:  ENSHUNADA"	33.5	138.5		7.9							1001				80
	1605	7	13		5798		"CHINA"		30	"CHINA:  GUANGDONG PROVINCE"	19.9	110.5		7.5	10	2000					2000				
	1606	11	30				"CHINA"		30	"CHINA:  YUNNAN PROVINCE:  JIANSHUI"	23.6	102.8		6.5	9	2000					2000				
	1608	1	8				"MEXICO"		150	"MEXICO:  OAXACA"	17	-96.3													
	1608	4	20		3563		"IRAN"		140	"IRAN:  GILAN, W MAZANDARAN"	36.4	50.5		7.6											
	1608	5	14				"MONTENEGRO"		130	"BALKANS NW:  MONTENEGRO"	42.4	18.7			10										
	1608	7	25				"MONTENEGRO"		130	"BALKANS NW:  MONTENEGRO"	42.4	18.7			10										
	1608	9	15				"MACEDONIA"		130	"BALKANS NW:  MACEDONIA"	42.4	18.5			11										
	1609	7	12				"CHINA"		30	"CHINA:  GANSU:  JIUQUAN"	39.2	99		7.3	10	840					840				
	1609	10	20	1			"PERU"		160	"PERU"	-11.9	-77.4	40	8.6	8										
	1609						"ITALY"		130	"ITALY:  NICASTRO"	38.6	16.3													
	1610	2	3	19			"VENEZUELA"		160	"VENEZUELA:  LA GRITA,BAILADORES,MERIDA"	8.3	-71.8		7.9	10	60									
	1610	11	29				"SWITZERLAND"		120	"SWITZERLAND"	47.5	7.5			8										
	1610	11					"PHILIPPINES"		170	"PHILIPPINES:  LUZON:  E"	17	122			9										
	1611	8	25				"MEXICO"		150	"MEXICO:  MEXICO CITY,JALISCO"	19.5	-99.1													
	1611	9	9				"CHINA"		30	"CHINA:  GUANGDONG PROVINCE"	21.5	111.3		5.5	7	2					2				
	1611	9	25				"MEXICO"		150	"MEXICO"	19.5	-99.1													
	1611	9	27				"JAPAN"		30	"JAPAN:  AIDU"	37.5	140				3700									
	1611	12	2		226		"JAPAN"		30	"JAPAN:  SANRIKU"	39	144.5		8.1							5000				
	1611	12	9				"IRAN"		140	"IRAN:  DUGHABAD (SE KASHMAR)"	35.1	58.9			8										
	1612	5	16				"GREECE"		130	"GREECE"	38.8	20.8			10										
	1612	11	8		2328		"GREECE"		130	"GREECE:  CRETE"	35.5	25.5													
	1613	7	16				"SOUTH KOREA"		30	"SOUTH KOREA:  SUWON"	37.2	127		6.3	8										
	1613	8	25		3126		"ITALY"		130	"ITALY:  NASO"	38.117	14.783		5.6	10	103				200	103				200
	1613						"GREECE"		130	"GREECE:  CRETE:  IRAKLION (CANDIA)"	35.3	25.1													
	1614	5	4	17			"AZORES (PORTUGAL)"		130	"AZORES:  PRAIA"	38.4	-27			11										
	1614	5	24		5812		"AZORES (PORTUGAL)"		130	"AZORES:  TERCEIRA"	38.4	-24.1		6.3	10	200					200				
	1614	10	23				"CHINA"		30	"CHINA:  SHAANXI PROVINCE"	37.2	112.5		6.5	8										
	1614	11	26		228		"JAPAN"		30	"JAPAN:  NIIGATA PREFECTURE"	37.5	138		7.7											
	1615	6	5		2289		"UKRAINE"		110	"UKRAINE:  BLACK SEA"	44.9	35.5		5.7	8										
	1615	6	26				"JAPAN"		30	"JAPAN"	35.7	139.7		6.4											
	1615	9	8				"USA TERRITORY"	"PR"	90	"PUERTO RICO;  DOMINICAN REPUBLIC:  SANTO DOMINGO"	18.5	-70													
	1615	9	16		230		"CHILE"		160	"CHILE:  ARICA"	-18.5	-70.35		7.5	10										
	1616	3					"SWITZERLAND"		120	"SWITZERLAND"	46.8	8.4			8										
	1616	9	9		231		"JAPAN"		30	"JAPAN:  HONSHU:  MIYAGI PREFECTURE"	38.1	142		7											
	1616	12	6		233		"JAPAN"		30	"JAPAN: SANRIKU"	39	144.5		7.5							200				
	1616						"SYRIA"		140	"SYRIA:  HALAB (ALEPPO)"	36.1	37.1			9										
	1618	5	20				"CHINA"		30	"CHINA:  SHANXI PROVINCE"	37	111.9		6.5	8										
	1618	5	26				"INDIA"		60	"INDIA:  BOMBAY"	18.9	72.9			9	2000					2000				
	1618	6	18				"FRANCE"		120	"FRANCE:  DURANUS,COARAZE,ROQUESPERVIERA,SAORGE"	43.6	7.3			8										
	1618	8	25				"SWITZERLAND"		120	"SWITZERLAND"	46.3	9.5			7										
	1618	12	19				"IRAN"		140	"IRAN:  DUGHABAD,KHORASAN"	35	58				800									
	1619	2	13				"MEXICO"		150	"MEXICO:  OAXACA"	17	-96.3													
	1619	2	14	16			"PERU"		160	"PERU:  TRUJILLO, PIURA, SANTA"	-7.941	-79.038	40	8.6	9	350					350				
	1619	5	1		235		"JAPAN"		30	"YATSUSHIRO, JAPAN"	32.5	130.6		6.4											
	1619	11	30	4			"PHILIPPINES"		170	"PHILIPPINES:  N LUZON:  ILOCOS PROV,ZAGAIAN PROV"	18.2	121.6			10										
	1619						"GERMANY"		120	"GERMANY:  FRANKFURT"	52.3	14.6													
	1620						"UZBEKISTAN"		40	"UZBEKISTAN:  AKHSY"	40.9	71.4	6	5.8	9										
	1620						"PHILIPPINES"		170	"PHILIPPINES:  PANAY,ILOILO,CAPIZ"	10.8	122.5			9										
	1621	3					"CHINA"		30	"CHINA:  HEBEI PROVINCE"	39.5	116.7		5.5	7										
	1621	5	2				"PANAMA"		100	"PANAMA:  PANAMA"	8.6	-79.3													
	1622	5	5		236		"GREECE"		130	"GREECE:  S"	37.5	21			10										
	1622	5	6				"MEXICO"		150	"MEXICO:  ZACATECAS"	23	-103													
	1622	7	25				"SWITZERLAND"		120	"SWITZERLAND"	46.8	10.3			6										
	1622	8	3				"SWITZERLAND"		120	"SWITZERLAND"	46.8	10.3			7										
	1622	10	25				"CHINA"		30	"CHINA:  NINGXIA:  PINGLIANG, LONGDE"	36.5	106.3		7	10	12000				11800	12000				11800
	1624	3	19	20	3127		"ITALY"		130	"ITALY:  ARGENTA"	44.6	11.8			10										
	1624						"MOROCCO"		15	"MOROCCO:  FES (FEZ),MEKNES"	34	-4.6													
	1625	6	18				"GREECE"		130	"GREECE"	38.8	20.8			10										
	1626	3	4				"ITALY"		130	"ITALY:  GIRIFALCO"	38.8	16.4			10										
	1626	6	28				"CHINA"		30	"CHINA:  SHANXI PROVINCE"	39.4	114.2		7	9	5200					5200				
	1626	7	30				"ITALY"		130	"ITALY:  NAPOLI (NAPLES)"	40.4	14.1													
	1627	2	15				"CHINA"		30	"CHINA:  NINGXIA"	37.5	105.5		6	8										
	1627	6	26	11			"ECUADOR"		160	"ECUADOR:  QUITO"	-0.2	-78.5			8										
	1627	7	30	10	3128		"ITALY"		130	"ITALY:  LESINA"	41.733	15.35		6.7	10	5000					5000				
	1627	9	14		238		"PHILIPPINES"		170	"PHILIPPINES:  W. LUZON ISLAND:  CAGAYAN:  BANGUI"	18.4	121.6		8	10										
	1628	6	17	18			"SLOVENIA"		130	"BALKANS NW:  SLOVENIA:  KRISKO,BRESTANICA"	46	15.5	6	5	8										
	1628	10	6				"CHINA"		30	"CHINA:  HEBEI PROVINCE"	40.6	114.2		6.3	8	63					63				
	1628						"PHILIPPINES"		170	"PHILIPPINES:  LUZON:  CAMALIG, ALBAY"	13.2	123.7			9										
	1629	3	9	9	3789		"GREECE"		130	"GREECE:  ISLANDS OF CYTHERA AND CRETE"	36	25	70	7	8										
	1629	8	1		243		"INDONESIA"		170	"INDONESIA:  BANDA SEA"	-4.6	129.9													
	1629						"GERMANY"		120	"GERMANY:  MECKLENBURG"	53.6	12.3													
	1630	1	16				"CHINA"		30	"CHINA:  SICHUAN PROVINCE"	32.6	104.1		6.3	8										
	1630	7	4				"GREECE"		130	"GREECE:  LEVKAS, CEPHALONIA, ITHAKI"	38.7	20.6			10										
	1630	11	27	16			"PERU"		160	"PERU:  LIMA"	-12.2	-77.5	30	8.1	7										
	1630				5182		"INDONESIA"		170	"INDONESIA:  BANDA SEA"	-4.6	129.9													
	1631	2	10			43	"ETHIOPIA"		10	"ETHIOPIA"	11.2	41.7		5.7	9										
	1631	7	21				"CHINA"		30	"CHINA:  GANSU PROVINCE:  LINTAO"	35.3	104.3		6	5										
	1631	7					"CHINA"		30	"CHINA:  NINGXIA"	35.5	107.8		5	6										
	1631	8	14				"CHINA"		30	"CHINA:  HUNAN PROVINCE"	29.3	111.7		6.5	8										
	1631	12	16		3129	1349	"ITALY"		130	"ITALY:  NAPLES (NAPOLI)"	40.821	14.426									4000				
	1632						"CROATIA"		130	"BALKANS NW:  CROATIA"	42.4	18.4			10										
	1633	3	1		245		"JAPAN"		30	"JAPAN:  ODAWARA"	35.2	139.2		7.1		150					150				
	1633	5	14		246		"CHILE"		160	"CHILE:  FORT CARELMAPU"	-41.8	-73.8													
	1633	11	5		248		"GREECE"		130	"GREECE:  ZAKINTHOS (ZANTE)"	37.5	21		6.9	10										
	1633						"IRAN"		140	"IRAN:  TABRIZ"	38	46.2													
	1634	1					"CHINA"		30	"CHINA:  GANSU PROVINCE:  XIHE"	34.1	105.3		6	8	30					30				
	1634	3			3549		"CHINA"		30	"CHINA:  HUBEI PROVINCE"	30.7	115.1		5.5	7										
	1634	12					"CHINA"		30	"CHINA:  GANSU PROVINCE:  LINGTAI"	35.1	107.6		5.5	7										
	1636	9	30	18	3130		"GREECE"		130	"GREECE:  CEPHALONIA"	38.1	20.3		7.2	10	520					520				
	1636	10	1				"GREECE"		130	"GREECE:  ZAKINTHOS (ZANTE)"	38.1	20.3													
	1636	12	18	14			"GHANA"	"NV"	10	"GHANA:  FORT DUMA, AWOIN"	5.1	-2.2		5.7	9										
	1636	12	21				"PHILIPPINES"		170	"PHILIPPINES:  MINDANAO:  ILLANA BAY"	7.6	123.7			9										
	1638	3	27	15	3131		"ITALY"		130	"ITALY:  COSENZA,MARTIRANO, NICASTRO, CALABRIA"	39.033	16.283		7	11	9581					9581				
	1638	6	9				"ITALY"		130	"ITALY:  COTRONE"	39.25	16.75			9	52					52				
	1639	5	4				"IRAN"		140	"IRAN:  QAZVIN"	36.2	50				12000									
	1639	7	28	18			"CROATIA"		130	"BALKANS NW:  CROATIA"	42.5	18.1			10										
	1639	10	8	1			"ITALY"		130	"ITALY:  AMATRICE"	42.6	13.3			10										
	1639	12					"CHILE"		160	"CHILE"	-30	-71.4			10										
	1640	2	27				"IRAN"		140	"IRAN:  TABRIZ"	38.2	46.3	15	5.1	7										
	1640	2					"ECUADOR"		160	"ECUADOR"	-1.7	-78.6				5000									
	1640	4	4		251		"GERMANY"		120	"GERMANY: ROER VALLEY"	50.8	5.7													
	1640	6	19				"ITALY"		130	"ITALY:  BADOLATO"	38.57	16.53			9	300					300				
	1640	7	31		253	2676	"JAPAN"		30	"JAPAN:  UCHIURA BAY"	42.07	140.68		6.5							700				20
	1640	9	16		254		"CHINA"		30	"CHINA:  GUANGDONG PROVINCE"	23	117													
	1640						"SLOVENIA"		130	"BALKANS NW:  SLOVENIA"	45.9	15.5			10										
	1641	1	4				"PHILIPPINES"		170	"PHILIPPINES:  LUZON:  APARRI"	18.2	121.7			10										
	1641	1	10				"ECUADOR"		160	"ECUADOR"	-1.5	-78.5		7.6											
	1641	2	5				"IRAN"		140	"IRAN:  TABRIZ, KURDISTAN"	38	46.1			9	30000									
	1641	6	11	12			"VENEZUELA"		160	"VENEZUELA:  CARACAS,LA GUAIRA,CUA"	10.9	-66.7			9										
	1641	11	26				"CHINA"		30	"CHINA:  GUANGDONG PROVINCE"	23.5	116.5		5.8	7										
	1641						"BULGARIA"		110	"BULGARIA"	42.3	22.7			10										
	1642	6	30				"CHINA"		30	"CHINA:  SHANXI PROVINCE"	35.1	111.1		6	8										
	1642	9	4		256		"JAPAN"		30	"BOSO, JAPAN"	35.2	140.6		6.7											
	1643	7	25		258		"SOUTH KOREA"		30	"SEA OF JAPAN"	35.5	129.5		6.5											
	1644	1	16	10			"COLOMBIA"		160	"COLOMBIA:  PAMPLOMA,HERRAN; VENEZUELA: MERIDA"	7.38	-72.65		6.9	10										
	1644	2	15				"FRANCE"		120	"FRANCE:  CORSICA,BELVEDERE,ROQUEBILLIERE"	43	8			8	150									
	1644	3	16	10			"VENEZUELA"		160	"VENEZUELA:  SAN CRISTOBAL; COLOMBIA:  PAMPLONA"	7.6	-73			8										
	1644	10	18		259		"JAPAN"		30	"JAPAN:  NW. HONSHU ISLAND"	39.4	140.1		6.9						28	117				28
	1645	2	19				"ECUADOR"		160	"ECUADOR"	-1.7	-78.6		7.5											
	1645	11	30	12	260		"PHILIPPINES"		170	"PHILIPPINES:  LUZON:  S BATANGAS TO N CAGAYAN"	14.4	121		8	10	600		2500			600		2500		
